"age","year","offence","no"
"30–34",2015,"Property damage and environmental pollution",68
"30–34",2015,"Public order offences",39
"30–34",2015,"Traffic and vehicle regulatory offences",172
"30–34",2015,"Offences against justice procedures",689
"30–34",2015,"Miscellaneous offences",13
"30–34",2016,"Homicide and related offences",439
"30–34",2016,"Acts intended to cause injury",1626
"30–34",2016,"Sexual assault and related offences",464
"30–34",2016,"Dangerous or negligent acts endangering persons",217
"30–34",2016,"Abduction, harassment and other offences against the person",109
"30–34",2016,"Robbery, extortion and related offences",583
"30–34",2016,"Unlawful entry with intent",860
"30–34",2016,"Theft and related offences",366
"30–34",2016,"Fraud, deception and related offences",166
"30–34",2016,"Illicit drug offences",954
"30–34",2016,"Prohibited and regulated weapons and explosives offences",119
"30–34",2016,"Property damage and environmental pollution",91
"30–34",2016,"Public order offences",34
"30–34",2016,"Traffic and vehicle regulatory offences",159
"30–34",2016,"Offences against justice procedures",706
"30–34",2016,"Miscellaneous offences",19
"30–34",2017,"Homicide and related offences",441
"30–34",2017,"Acts intended to cause injury",1778
"30–34",2017,"Sexual assault and related offences",527
"30–34",2017,"Dangerous or negligent acts endangering persons",303
"30–34",2017,"Abduction, harassment and other offences against the person",124
"30–34",2017,"Robbery, extortion and related offences",587
"30–34",2017,"Unlawful entry with intent",837
"30–34",2017,"Theft and related offences",329
"30–34",2017,"Fraud, deception and related offences",157
"30–34",2017,"Illicit drug offences",1140
"30–34",2017,"Prohibited and regulated weapons and explosives offences",117
"30–34",2017,"Property damage and environmental pollution",79
"30–34",2017,"Public order offences",40
"30–34",2017,"Traffic and vehicle regulatory offences",169
"30–34",2017,"Offences against justice procedures",661
"30–34",2017,"Miscellaneous offences",14
"30–34",2018,"Homicide and related offences",432
"30–34",2018,"Acts intended to cause injury",1844
"30–34",2018,"Sexual assault and related offences",606
"30–34",2018,"Dangerous or negligent acts endangering persons",348
"30–34",2018,"Abduction, harassment and other offences against the person",106
"30–34",2018,"Robbery, extortion and related offences",595
"30–34",2018,"Unlawful entry with intent",843
"30–34",2018,"Theft and related offences",320
"30–34",2018,"Fraud, deception and related offences",152
"30–34",2018,"Illicit drug offences",1310
"30–34",2018,"Prohibited and regulated weapons and explosives offences",190
"30–34",2018,"Property damage and environmental pollution",103
"30–34",2018,"Public order offences",51
"30–34",2018,"Traffic and vehicle regulatory offences",151
"30–34",2018,"Offences against justice procedures",550
"30–34",2018,"Miscellaneous offences",9
"30–34",2019,"Homicide and related offences",444
"30–34",2019,"Acts intended to cause injury",1912
"30–34",2019,"Sexual assault and related offences",654
"30–34",2019,"Dangerous or negligent acts endangering persons",358
"30–34",2019,"Abduction, harassment and other offences against the person",120
"30–34",2019,"Robbery, extortion and related offences",562
"30–34",2019,"Unlawful entry with intent",804
"30–34",2019,"Theft and related offences",321
"30–34",2019,"Fraud, deception and related offences",157
"30–34",2019,"Illicit drug offences",1354
"30–34",2019,"Prohibited and regulated weapons and explosives offences",176
"30–34",2019,"Property damage and environmental pollution",99
"30–34",2019,"Public order offences",34
"30–34",2019,"Traffic and vehicle regulatory offences",107
"30–34",2019,"Offences against justice procedures",629
"30–34",2019,"Miscellaneous offences",14
"30–34",2020,"Homicide and related offences",442
"30–34",2020,"Acts intended to cause injury",1890
"30–34",2020,"Sexual assault and related offences",687
"30–34",2020,"Dangerous or negligent acts endangering persons",346
"30–34",2020,"Abduction, harassment and other offences against the person",127
"30–34",2020,"Robbery, extortion and related offences",586
"30–34",2020,"Unlawful entry with intent",767
"30–34",2020,"Theft and related offences",275
"30–34",2020,"Fraud, deception and related offences",127
"30–34",2020,"Illicit drug offences",1266
"30–34",2020,"Prohibited and regulated weapons and explosives offences",175
"30–34",2020,"Property damage and environmental pollution",109
"30–34",2020,"Public order offences",23
"30–34",2020,"Traffic and vehicle regulatory offences",85
"30–34",2020,"Offences against justice procedures",593
"30–34",2020,"Miscellaneous offences",8
"35–39",2011,"Homicide and related offences",394
"35–39",2011,"Acts intended to cause injury",822
"35–39",2011,"Sexual assault and related offences",420
"35–39",2011,"Robbery, extortion and related offences",329
"35–39",2011,"Unlawful entry with intent",540
"35–39",2011,"Illicit drug offences",530
"35–39",2011,"Theft and related offences",196
"35–39",2011,"Miscellaneous offences",1061
"35–39",2012,"Homicide and related offences",401
"35–39",2012,"Acts intended to cause injury",840
"35–39",2012,"Sexual assault and related offences",385
"35–39",2012,"Robbery, extortion and related offences",370
"35–39",2012,"Unlawful entry with intent",518
"35–39",2012,"Theft and related offences",186
"35–39",2012,"Illicit drug offences",577
"35–39",2012,"Offences against justice procedures",426
"35–39",2012,"Miscellaneous offences",582
"35–39",2013,"Homicide and related offences",401
"35–39",2013,"Acts intended to cause injury",935
"35–39",2013,"Sexual assault and related offences",364
"35–39",2013,"Dangerous or negligent acts endangering persons",119
"35–39",2013,"Abduction, harassment and other offences against the person",60
"35–39",2013,"Robbery, extortion and related offences",370
"35–39",2013,"Unlawful entry with intent",587
"35–39",2013,"Theft and related offences",184
"35–39",2013,"Fraud, deception and related offences",93
"35–39",2013,"Illicit drug offences",603
"35–39",2013,"Prohibited and regulated weapons and explosives offences",38
"35–39",2013,"Property damage and environmental pollution",62
"35–39",2013,"Public order offences",28
"35–39",2013,"Traffic and vehicle regulatory offences",128
"35–39",2013,"Offences against justice procedures",479
"35–39",2013,"Miscellaneous offences",9
"35–39",2014,"Homicide and related offences",419
"35–39",2014,"Acts intended to cause injury",1038
"35–39",2014,"Sexual assault and related offences",391
"35–39",2014,"Dangerous or negligent acts endangering persons",135
"35–39",2014,"Abduction, harassment and other offences against the person",71
"35–39",2014,"Robbery, extortion and related offences",389
"35–39",2014,"Unlawful entry with intent",682
"35–39",2014,"Theft and related offences",230
"35–39",2014,"Fraud, deception and related offences",92
"35–39",2014,"Illicit drug offences",645
"35–39",2014,"Prohibited and regulated weapons and explosives offences",70
"35–39",2014,"Property damage and environmental pollution",69
"35–39",2014,"Public order offences",34
"35–39",2014,"Traffic and vehicle regulatory offences",127
"35–39",2014,"Offences against justice procedures",603
"35–39",2014,"Miscellaneous offences",10
"35–39",2015,"Homicide and related offences",424
"35–39",2015,"Acts intended to cause injury",1192
"35–39",2015,"Sexual assault and related offences",440
"35–39",2015,"Dangerous or negligent acts endangering persons",147
"35–39",2015,"Abduction, harassment and other offences against the person",89
"35–39",2015,"Robbery, extortion and related offences",426
"35–39",2015,"Unlawful entry with intent",727
"35–39",2015,"Theft and related offences",258
"35–39",2015,"Fraud, deception and related offences",108
"35–39",2015,"Illicit drug offences",742
"35–39",2015,"Prohibited and regulated weapons and explosives offences",63
"35–39",2015,"Property damage and environmental pollution",76
"35–39",2015,"Public order offences",30
"35–39",2015,"Traffic and vehicle regulatory offences",131
"35–39",2015,"Offences against justice procedures",566
"35–39",2015,"Miscellaneous offences",9
"35–39",2016,"Homicide and related offences",440
"35–39",2016,"Acts intended to cause injury",1312
"35–39",2016,"Sexual assault and related offences",474
"35–39",2016,"Dangerous or negligent acts endangering persons",156
"35–39",2016,"Abduction, harassment and other offences against the person",98
"35–39",2016,"Robbery, extortion and related offences",433
"35–39",2016,"Unlawful entry with intent",777
"35–39",2016,"Theft and related offences",306
"35–39",2016,"Fraud, deception and related offences",125
"35–39",2016,"Illicit drug offences",814
"35–39",2016,"Prohibited and regulated weapons and explosives offences",96
"35–39",2016,"Property damage and environmental pollution",86
"35–39",2016,"Public order offences",42
"35–39",2016,"Traffic and vehicle regulatory offences",139
"35–39",2016,"Offences against justice procedures",573
"35–39",2016,"Miscellaneous offences",13
"35–39",2017,"Homicide and related offences",431
"35–39",2017,"Acts intended to cause injury",1473
"35–39",2017,"Sexual assault and related offences",574
"35–39",2017,"Dangerous or negligent acts endangering persons",227
"35–39",2017,"Abduction, harassment and other offences against the person",103
"35–39",2017,"Robbery, extortion and related offences",441
"35–39",2017,"Unlawful entry with intent",743
"35–39",2017,"Theft and related offences",261
"35–39",2017,"Fraud, deception and related offences",161
"35–39",2017,"Illicit drug offences",1021
"35–39",2017,"Prohibited and regulated weapons and explosives offences",97
"35–39",2017,"Property damage and environmental pollution",96
"35–39",2017,"Public order offences",29
"35–39",2017,"Traffic and vehicle regulatory offences",142
"35–39",2017,"Offences against justice procedures",581
"35–39",2017,"Miscellaneous offences",10
"35–39",2018,"Homicide and related offences",436
"35–39",2018,"Acts intended to cause injury",1612
"35–39",2018,"Sexual assault and related offences",615
"35–39",2018,"Dangerous or negligent acts endangering persons",275
"35–39",2018,"Abduction, harassment and other offences against the person",80
"35–39",2018,"Robbery, extortion and related offences",491
"35–39",2018,"Unlawful entry with intent",756
"35–39",2018,"Theft and related offences",288
"35–39",2018,"Fraud, deception and related offences",168
"35–39",2018,"Illicit drug offences",1111
"35–39",2018,"Prohibited and regulated weapons and explosives offences",156
"35–39",2018,"Property damage and environmental pollution",83
"35–39",2018,"Public order offences",39
"35–39",2018,"Traffic and vehicle regulatory offences",124
"35–39",2018,"Offences against justice procedures",542
"35–39",2018,"Miscellaneous offences",8
"35–39",2019,"Homicide and related offences",469
"35–39",2019,"Acts intended to cause injury",1660
"35–39",2019,"Sexual assault and related offences",648
"35–39",2019,"Dangerous or negligent acts endangering persons",269
"35–39",2019,"Abduction, harassment and other offences against the person",99
"35–39",2019,"Robbery, extortion and related offences",437
"35–39",2019,"Unlawful entry with intent",725
"35–39",2019,"Theft and related offences",289
"35–39",2019,"Fraud, deception and related offences",165
"35–39",2019,"Illicit drug offences",1081
"35–39",2019,"Prohibited and regulated weapons and explosives offences",165
"35–39",2019,"Property damage and environmental pollution",91
"35–39",2019,"Public order offences",39
"35–39",2019,"Traffic and vehicle regulatory offences",105
"35–39",2019,"Offences against justice procedures",570
"35–39",2019,"Miscellaneous offences",16
"35–39",2020,"Homicide and related offences",465
"35–39",2020,"Acts intended to cause injury",1590
"35–39",2020,"Sexual assault and related offences",669
"35–39",2020,"Dangerous or negligent acts endangering persons",278
"35–39",2020,"Abduction, harassment and other offences against the person",104
"35–39",2020,"Robbery, extortion and related offences",403
"35–39",2020,"Unlawful entry with intent",684
"35–39",2020,"Theft and related offences",211
"35–39",2020,"Fraud, deception and related offences",132
"35–39",2020,"Illicit drug offences",1076
"35–39",2020,"Prohibited and regulated weapons and explosives offences",168
"35–39",2020,"Property damage and environmental pollution",91
"35–39",2020,"Public order offences",21
"35–39",2020,"Traffic and vehicle regulatory offences",78
"35–39",2020,"Offences against justice procedures",571
"35–39",2020,"Miscellaneous offences",12
"40–44",2011,"Homicide and related offences",424
"40–44",2011,"Acts intended to cause injury",579
"40–44",2011,"Sexual assault and related offences",515
"40–44",2011,"Robbery, extortion and related offences",179
"40–44",2011,"Unlawful entry with intent",272
"40–44",2011,"Illicit drug offences",458
"40–44",2011,"Theft and related offences",133
"40–44",2011,"Miscellaneous offences",754
"40–44",2012,"Homicide and related offences",412
"40–44",2012,"Acts intended to cause injury",668
"40–44",2012,"Sexual assault and related offences",523
"40–44",2012,"Robbery, extortion and related offences",211
"40–44",2012,"Unlawful entry with intent",327
"40–44",2012,"Theft and related offences",125
"40–44",2012,"Illicit drug offences",478
"40–44",2012,"Offences against justice procedures",317
"40–44",2012,"Miscellaneous offences",467
"40–44",2013,"Homicide and related offences",424
"40–44",2013,"Acts intended to cause injury",715
"40–44",2013,"Sexual assault and related offences",509
"40–44",2013,"Dangerous or negligent acts endangering persons",75
"40–44",2013,"Abduction, harassment and other offences against the person",53
"40–44",2013,"Robbery, extortion and related offences",214
"40–44",2013,"Unlawful entry with intent",393
"40–44",2013,"Theft and related offences",149
"40–44",2013,"Fraud, deception and related offences",127
"40–44",2013,"Illicit drug offences",520
"40–44",2013,"Prohibited and regulated weapons and explosives offences",28
"40–44",2013,"Property damage and environmental pollution",37
"40–44",2013,"Public order offences",23
"40–44",2013,"Traffic and vehicle regulatory offences",90
"40–44",2013,"Offences against justice procedures",387
"40–44",2013,"Miscellaneous offences",13
"40–44",2014,"Homicide and related offences",394
"40–44",2014,"Acts intended to cause injury",846
"40–44",2014,"Sexual assault and related offences",498
"40–44",2014,"Dangerous or negligent acts endangering persons",95
"40–44",2014,"Abduction, harassment and other offences against the person",60
"40–44",2014,"Robbery, extortion and related offences",226
"40–44",2014,"Unlawful entry with intent",459
"40–44",2014,"Theft and related offences",166
"40–44",2014,"Fraud, deception and related offences",123
"40–44",2014,"Illicit drug offences",549
"40–44",2014,"Prohibited and regulated weapons and explosives offences",44
"40–44",2014,"Property damage and environmental pollution",59
"40–44",2014,"Public order offences",16
"40–44",2014,"Traffic and vehicle regulatory offences",106
"40–44",2014,"Offences against justice procedures",439
"40–44",2014,"Miscellaneous offences",11
"40–44",2015,"Homicide and related offences",421
"40–44",2015,"Acts intended to cause injury",913
"40–44",2015,"Sexual assault and related offences",503
"40–44",2015,"Dangerous or negligent acts endangering persons",120
"40–44",2015,"Abduction, harassment and other offences against the person",56
"40–44",2015,"Robbery, extortion and related offences",231
"40–44",2015,"Unlawful entry with intent",469
"40–44",2015,"Theft and related offences",159
"40–44",2015,"Fraud, deception and related offences",124
"40–44",2015,"Illicit drug offences",613
"40–44",2015,"Prohibited and regulated weapons and explosives offences",60
"40–44",2015,"Property damage and environmental pollution",54
"40–44",2015,"Public order offences",21
"40–44",2015,"Traffic and vehicle regulatory offences",111
"40–44",2015,"Offences against justice procedures",431
"40–44",2015,"Miscellaneous offences",15
"40–44",2016,"Homicide and related offences",394
"40–44",2016,"Acts intended to cause injury",993
"40–44",2016,"Sexual assault and related offences",519
"40–44",2016,"Dangerous or negligent acts endangering persons",115
"40–44",2016,"Abduction, harassment and other offences against the person",71
"40–44",2016,"Robbery, extortion and related offences",273
"40–44",2016,"Unlawful entry with intent",560
"40–44",2016,"Theft and related offences",208
"40–44",2016,"Fraud, deception and related offences",139
"40–44",2016,"Illicit drug offences",673
"40–44",2016,"Prohibited and regulated weapons and explosives offences",49
"40–44",2016,"Property damage and environmental pollution",71
"40–44",2016,"Public order offences",25
"40–44",2016,"Traffic and vehicle regulatory offences",96
"40–44",2016,"Offences against justice procedures",421
"40–44",2016,"Miscellaneous offences",16
"40–44",2017,"Homicide and related offences",393
"40–44",2017,"Acts intended to cause injury",1080
"40–44",2017,"Sexual assault and related offences",543
"40–44",2017,"Dangerous or negligent acts endangering persons",156
"40–44",2017,"Abduction, harassment and other offences against the person",80
"40–44",2017,"Robbery, extortion and related offences",263
"40–44",2017,"Unlawful entry with intent",552
"40–44",2017,"Theft and related offences",193
"40–44",2017,"Fraud, deception and related offences",144
"40–44",2017,"Illicit drug offences",759
"40–44",2017,"Prohibited and regulated weapons and explosives offences",80
"40–44",2017,"Property damage and environmental pollution",61
"40–44",2017,"Public order offences",12
"40–44",2017,"Traffic and vehicle regulatory offences",98
"40–44",2017,"Offences against justice procedures",422
"40–44",2017,"Miscellaneous offences",14
"40–44",2018,"Homicide and related offences",430
"40–44",2018,"Acts intended to cause injury",1111
"40–44",2018,"Sexual assault and related offences",605
"40–44",2018,"Dangerous or negligent acts endangering persons",170
"40–44",2018,"Abduction, harassment and other offences against the person",63
"40–44",2018,"Robbery, extortion and related offences",272
"40–44",2018,"Unlawful entry with intent",592
"40–44",2018,"Theft and related offences",185
"40–44",2018,"Fraud, deception and related offences",138
"40–44",2018,"Illicit drug offences",851
"40–44",2018,"Prohibited and regulated weapons and explosives offences",82
"40–44",2018,"Property damage and environmental pollution",71
"40–44",2018,"Public order offences",35
"40–44",2018,"Traffic and vehicle regulatory offences",94
"40–44",2018,"Offences against justice procedures",408
"40–44",2018,"Miscellaneous offences",16
"40–44",2019,"Homicide and related offences",432
"40–44",2019,"Acts intended to cause injury",1134
"40–44",2019,"Sexual assault and related offences",627
"40–44",2019,"Dangerous or negligent acts endangering persons",161
"40–44",2019,"Abduction, harassment and other offences against the person",61
"40–44",2019,"Robbery, extortion and related offences",293
"40–44",2019,"Unlawful entry with intent",517
"40–44",2019,"Theft and related offences",187
"40–44",2019,"Fraud, deception and related offences",118
"40–44",2019,"Illicit drug offences",842
"40–44",2019,"Prohibited and regulated weapons and explosives offences",96
"40–44",2019,"Property damage and environmental pollution",79
"40–44",2019,"Public order offences",28
"40–44",2019,"Traffic and vehicle regulatory offences",65
"40–44",2019,"Offences against justice procedures",392
"40–44",2019,"Miscellaneous offences",5
"40–44",2020,"Homicide and related offences",408
"40–44",2020,"Acts intended to cause injury",1153
"40–44",2020,"Sexual assault and related offences",670
"40–44",2020,"Dangerous or negligent acts endangering persons",158
"40–44",2020,"Abduction, harassment and other offences against the person",74
"40–44",2020,"Robbery, extortion and related offences",289
"40–44",2020,"Unlawful entry with intent",516
"40–44",2020,"Theft and related offences",161
"40–44",2020,"Fraud, deception and related offences",86
"40–44",2020,"Illicit drug offences",770
"40–44",2020,"Prohibited and regulated weapons and explosives offences",86
"40–44",2020,"Property damage and environmental pollution",81
"40–44",2020,"Public order offences",17
"40–44",2020,"Traffic and vehicle regulatory offences",50
"40–44",2020,"Offences against justice procedures",460
"40–44",2020,"Miscellaneous offences",4
"45–49",2011,"Homicide and related offences",318
"45–49",2011,"Acts intended to cause injury",312
"45–49",2011,"Sexual assault and related offences",494
"45–49",2011,"Robbery, extortion and related offences",108
"45–49",2011,"Unlawful entry with intent",130
"45–49",2011,"Illicit drug offences",415
"45–49",2011,"Theft and related offences",52
"45–49",2011,"Miscellaneous offences",464
"45–49",2012,"Homicide and related offences",332
"45–49",2012,"Acts intended to cause injury",334
"45–49",2012,"Sexual assault and related offences",478
"45–49",2012,"Robbery, extortion and related offences",106
"45–49",2012,"Unlawful entry with intent",146
"45–49",2012,"Theft and related offences",67
"45–49",2012,"Illicit drug offences",373
"45–49",2012,"Offences against justice procedures",164
"45–49",2012,"Miscellaneous offences",319
"45–49",2013,"Homicide and related offences",331
"45–49",2013,"Acts intended to cause injury",383
"45–49",2013,"Sexual assault and related offences",472
"45–49",2013,"Dangerous or negligent acts endangering persons",46
"45–49",2013,"Abduction, harassment and other offences against the person",33
"45–49",2013,"Robbery, extortion and related offences",115
"45–49",2013,"Unlawful entry with intent",156
"45–49",2013,"Theft and related offences",69
"45–49",2013,"Fraud, deception and related offences",78
"45–49",2013,"Illicit drug offences",381
"45–49",2013,"Prohibited and regulated weapons and explosives offences",16
"45–49",2013,"Property damage and environmental pollution",34
"45–49",2013,"Public order offences",10
"45–49",2013,"Traffic and vehicle regulatory offences",75
"45–49",2013,"Offences against justice procedures",187
"45–49",2013,"Miscellaneous offences",8
"45–49",2014,"Homicide and related offences",348
"45–49",2014,"Acts intended to cause injury",421
"45–49",2014,"Sexual assault and related offences",461
"45–49",2014,"Dangerous or negligent acts endangering persons",52
"45–49",2014,"Abduction, harassment and other offences against the person",32
"45–49",2014,"Robbery, extortion and related offences",115
"45–49",2014,"Unlawful entry with intent",193
"45–49",2014,"Theft and related offences",99
"45–49",2014,"Fraud, deception and related offences",94
"45–49",2014,"Illicit drug offences",404
"45–49",2014,"Prohibited and regulated weapons and explosives offences",19
"45–49",2014,"Property damage and environmental pollution",30
"45–49",2014,"Public order offences",21
"45–49",2014,"Traffic and vehicle regulatory offences",72
"45–49",2014,"Offences against justice procedures",265
"45–49",2014,"Miscellaneous offences",6
"45–49",2015,"Homicide and related offences",373
"45–49",2015,"Acts intended to cause injury",530
"45–49",2015,"Sexual assault and related offences",518
"45–49",2015,"Dangerous or negligent acts endangering persons",67
"45–49",2015,"Abduction, harassment and other offences against the person",39
"45–49",2015,"Robbery, extortion and related offences",129
"45–49",2015,"Unlawful entry with intent",216
"45–49",2015,"Theft and related offences",93
"45–49",2015,"Fraud, deception and related offences",118
"45–49",2015,"Illicit drug offences",461
"45–49",2015,"Prohibited and regulated weapons and explosives offences",19
"45–49",2015,"Property damage and environmental pollution",37
"45–49",2015,"Public order offences",15
"45–49",2015,"Traffic and vehicle regulatory offences",82
"45–49",2015,"Offences against justice procedures",264
"45–49",2015,"Miscellaneous offences",11
"45–49",2016,"Homicide and related offences",368
"45–49",2016,"Acts intended to cause injury",615
"45–49",2016,"Sexual assault and related offences",520
"45–49",2016,"Dangerous or negligent acts endangering persons",72
"45–49",2016,"Abduction, harassment and other offences against the person",34
"45–49",2016,"Robbery, extortion and related offences",133
"45–49",2016,"Unlawful entry with intent",237
"45–49",2016,"Theft and related offences",114
"45–49",2016,"Fraud, deception and related offences",110
"45–49",2016,"Illicit drug offences",493
"45–49",2016,"Prohibited and regulated weapons and explosives offences",40
"45–49",2016,"Property damage and environmental pollution",37
"45–49",2016,"Public order offences",21
"45–49",2016,"Traffic and vehicle regulatory offences",91
"45–49",2016,"Offences against justice procedures",296
"45–49",2016,"Miscellaneous offences",4
"45–49",2017,"Homicide and related offences",399
"45–49",2017,"Acts intended to cause injury",728
"45–49",2017,"Sexual assault and related offences",561
"45–49",2017,"Dangerous or negligent acts endangering persons",85
"45–49",2017,"Abduction, harassment and other offences against the person",39
"45–49",2017,"Robbery, extortion and related offences",137
"45–49",2017,"Unlawful entry with intent",250
"45–49",2017,"Theft and related offences",102
"45–49",2017,"Fraud, deception and related offences",103
"45–49",2017,"Illicit drug offences",575
"45–49",2017,"Prohibited and regulated weapons and explosives offences",44
"45–49",2017,"Property damage and environmental pollution",53
"45–49",2017,"Public order offences",26
"45–49",2017,"Traffic and vehicle regulatory offences",78
"45–49",2017,"Offences against justice procedures",260
"45–49",2017,"Miscellaneous offences",7
"45–49",2018,"Homicide and related offences",402
"45–49",2018,"Acts intended to cause injury",756
"45–49",2018,"Sexual assault and related offences",595
"45–49",2018,"Dangerous or negligent acts endangering persons",96
"45–49",2018,"Abduction, harassment and other offences against the person",50
"45–49",2018,"Robbery, extortion and related offences",138
"45–49",2018,"Unlawful entry with intent",312
"45–49",2018,"Theft and related offences",121
"45–49",2018,"Fraud, deception and related offences",102
"45–49",2018,"Illicit drug offences",633
"45–49",2018,"Prohibited and regulated weapons and explosives offences",41
"45–49",2018,"Property damage and environmental pollution",57
"45–49",2018,"Public order offences",26
"45–49",2018,"Traffic and vehicle regulatory offences",82
"45–49",2018,"Offences against justice procedures",259
"45–49",2018,"Miscellaneous offences",11
"45–49",2019,"Homicide and related offences",391
"45–49",2019,"Acts intended to cause injury",754
"45–49",2019,"Sexual assault and related offences",663
"45–49",2019,"Dangerous or negligent acts endangering persons",98
"45–49",2019,"Abduction, harassment and other offences against the person",46
"45–49",2019,"Robbery, extortion and related offences",136
"45–49",2019,"Unlawful entry with intent",322
"45–49",2019,"Theft and related offences",117
"45–49",2019,"Fraud, deception and related offences",114
"45–49",2019,"Illicit drug offences",610
"45–49",2019,"Prohibited and regulated weapons and explosives offences",53
"45–49",2019,"Property damage and environmental pollution",52
"45–49",2019,"Public order offences",17
"45–49",2019,"Traffic and vehicle regulatory offences",74
"45–49",2019,"Offences against justice procedures",326
"45–49",2019,"Miscellaneous offences",8
"45–49",2020,"Homicide and related offences",404
"45–49",2020,"Acts intended to cause injury",755
"45–49",2020,"Sexual assault and related offences",664
"45–49",2020,"Dangerous or negligent acts endangering persons",98
"45–49",2020,"Abduction, harassment and other offences against the person",55
"45–49",2020,"Robbery, extortion and related offences",131
"45–49",2020,"Unlawful entry with intent",278
"45–49",2020,"Theft and related offences",87
"45–49",2020,"Fraud, deception and related offences",81
"45–49",2020,"Illicit drug offences",579
"45–49",2020,"Prohibited and regulated weapons and explosives offences",60
"45–49",2020,"Property damage and environmental pollution",52
"45–49",2020,"Public order offences",11
"45–49",2020,"Traffic and vehicle regulatory offences",52
"45–49",2020,"Offences against justice procedures",284
"45–49",2020,"Miscellaneous offences",8
"50–54",2011,"Homicide and related offences",239
"50–54",2011,"Acts intended to cause injury",124
"50–54",2011,"Sexual assault and related offences",357
"50–54",2011,"Robbery, extortion and related offences",41
"50–54",2011,"Unlawful entry with intent",41
"50–54",2011,"Illicit drug offences",271
"50–54",2011,"Theft and related offences",37
"50–54",2011,"Miscellaneous offences",274
"50–54",2012,"Homicide and related offences",244
"50–54",2012,"Acts intended to cause injury",139
"50–54",2012,"Sexual assault and related offences",371
"50–54",2012,"Robbery, extortion and related offences",43
"50–54",2012,"Unlawful entry with intent",49
"50–54",2012,"Theft and related offences",33
"50–54",2012,"Illicit drug offences",309
"50–54",2012,"Offences against justice procedures",85
"50–54",2012,"Miscellaneous offences",201
"50–54",2013,"Homicide and related offences",226
"50–54",2013,"Acts intended to cause injury",158
"50–54",2013,"Sexual assault and related offences",359
"50–54",2013,"Dangerous or negligent acts endangering persons",23
"50–54",2013,"Abduction, harassment and other offences against the person",10
"50–54",2013,"Robbery, extortion and related offences",53
"50–54",2013,"Unlawful entry with intent",48
"50–54",2013,"Theft and related offences",41
"50–54",2013,"Fraud, deception and related offences",68
"50–54",2013,"Illicit drug offences",293
"50–54",2013,"Prohibited and regulated weapons and explosives offences",15
"50–54",2013,"Property damage and environmental pollution",14
"50–54",2013,"Public order offences",3
"50–54",2013,"Traffic and vehicle regulatory offences",43
"50–54",2013,"Offences against justice procedures",105
"50–54",2013,"Miscellaneous offences",3
"50–54",2014,"Homicide and related offences",262
"50–54",2014,"Acts intended to cause injury",194
"50–54",2014,"Sexual assault and related offences",398
"50–54",2014,"Dangerous or negligent acts endangering persons",32
"50–54",2014,"Abduction, harassment and other offences against the person",15
"50–54",2014,"Robbery, extortion and related offences",59
"50–54",2014,"Unlawful entry with intent",63
"50–54",2014,"Theft and related offences",41
"50–54",2014,"Fraud, deception and related offences",81
"50–54",2014,"Illicit drug offences",316
"50–54",2014,"Prohibited and regulated weapons and explosives offences",14
"50–54",2014,"Property damage and environmental pollution",9
"50–54",2014,"Public order offences",7
"50–54",2014,"Traffic and vehicle regulatory offences",51
"50–54",2014,"Offences against justice procedures",115
"50–54",2014,"Miscellaneous offences",8
"50–54",2015,"Homicide and related offences",294
"50–54",2015,"Acts intended to cause injury",217
"50–54",2015,"Sexual assault and related offences",408
"50–54",2015,"Dangerous or negligent acts endangering persons",45
"50–54",2015,"Abduction, harassment and other offences against the person",17
"50–54",2015,"Robbery, extortion and related offences",62
"50–54",2015,"Unlawful entry with intent",100
"50–54",2015,"Theft and related offences",48
"50–54",2015,"Fraud, deception and related offences",88
"50–54",2015,"Illicit drug offences",314
"50–54",2015,"Prohibited and regulated weapons and explosives offences",12
"50–54",2015,"Property damage and environmental pollution",15
"50–54",2015,"Public order offences",12
"50–54",2015,"Traffic and vehicle regulatory offences",41
"50–54",2015,"Offences against justice procedures",128
"50–54",2015,"Miscellaneous offences",9
"50–54",2016,"Homicide and related offences",279
"50–54",2016,"Acts intended to cause injury",261
"50–54",2016,"Sexual assault and related offences",468
"50–54",2016,"Dangerous or negligent acts endangering persons",37
"50–54",2016,"Abduction, harassment and other offences against the person",28
"50–54",2016,"Robbery, extortion and related offences",71
"50–54",2016,"Unlawful entry with intent",118
"50–54",2016,"Theft and related offences",51
"50–54",2016,"Fraud, deception and related offences",69
"50–54",2016,"Illicit drug offences",332
"50–54",2016,"Prohibited and regulated weapons and explosives offences",15
"50–54",2016,"Property damage and environmental pollution",19
"50–54",2016,"Public order offences",12
"50–54",2016,"Traffic and vehicle regulatory offences",64
"50–54",2016,"Offences against justice procedures",127
"50–54",2016,"Miscellaneous offences",0
"50–54",2017,"Homicide and related offences",304
"50–54",2017,"Acts intended to cause injury",300
"50–54",2017,"Sexual assault and related offences",508
"50–54",2017,"Dangerous or negligent acts endangering persons",44
"50–54",2017,"Abduction, harassment and other offences against the person",24
"50–54",2017,"Robbery, extortion and related offences",56
"50–54",2017,"Unlawful entry with intent",123
"50–54",2017,"Theft and related offences",69
"50–54",2017,"Fraud, deception and related offences",72
"50–54",2017,"Illicit drug offences",372
"50–54",2017,"Prohibited and regulated weapons and explosives offences",21
"50–54",2017,"Property damage and environmental pollution",18
"50–54",2017,"Public order offences",12
"50–54",2017,"Traffic and vehicle regulatory offences",54
